mw-file-description href	mw-file-description src	gallerytext	galleryfilename
https://commons.wikimedia.org/wiki/File:San_Diego_State_University_primary_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/San_Diego_State_University_primary_logo.svg/120px-San_Diego_State_University_primary_logo.svg.png	254 × 42; 28 KB	San Diego State University primary logo.svg
https://commons.wikimedia.org/wiki/File:Sanford_School_logo_wide_blue.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Sanford_School_logo_wide_blue.svg/120px-Sanford_School_logo_wide_blue.svg.png	600 × 62; 26 KB	Sanford School logo wide blue.svg
https://commons.wikimedia.org/wiki/File:Sanford_School_logo_wide_white.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Sanford_School_logo_wide_white.svg/120px-Sanford_School_logo_wide_white.svg.png	600 × 62; 22 KB	Sanford School logo wide white.svg
https://commons.wikimedia.org/wiki/File:SC_Upstate_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/SC_Upstate_wordmark.svg/120px-SC_Upstate_wordmark.svg.png	300 × 135; 11 KB	SC Upstate wordmark.svg
https://commons.wikimedia.org/wiki/File:Seattle_Pacific_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Seattle_Pacific_University_logo.svg/120px-Seattle_Pacific_University_logo.svg.png	468 × 194; 3 KB	Seattle Pacific University logo.svg
https://commons.wikimedia.org/wiki/File:SFS_stacked-01.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/SFS_stacked-01.svg/120px-SFS_stacked-01.svg.png	512 × 512; 16 KB	SFS stacked-01.svg
https://commons.wikimedia.org/wiki/File:Shaw_University_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Shaw_University_Logo.svg/120px-Shaw_University_Logo.svg.png	484 × 207; 7 KB	Shaw University Logo.svg
https://commons.wikimedia.org/wiki/File:Southern_Nazarene_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Southern_Nazarene_University_logo.svg/120px-Southern_Nazarene_University_logo.svg.png	248 × 44; 29 KB	Southern Nazarene University logo.svg
https://commons.wikimedia.org/wiki/File:Southern_New_Hampshire_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Southern_New_Hampshire_University_logo.svg/120px-Southern_New_Hampshire_University_logo.svg.png	168 × 91; 21 KB	Southern New Hampshire University logo.svg
https://commons.wikimedia.org/wiki/File:Ssa_small.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Ssa_small.svg/120px-Ssa_small.svg.png	512 × 69; 11 KB	Ssa small.svg
https://commons.wikimedia.org/wiki/File:Stanford_wordmark_(2012).svg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Stanford_wordmark_%282012%29.svg/120px-Stanford_wordmark_%282012%29.svg.png	800 × 168; 6 KB	Stanford wordmark (2012).svg
https://commons.wikimedia.org/wiki/File:Stony_Brook_U_logo_horizontal.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Stony_Brook_U_logo_horizontal.svg/120px-Stony_Brook_U_logo_horizontal.svg.png	359 × 61; 8 KB	Stony Brook U logo horizontal.svg
https://commons.wikimedia.org/wiki/File:Stony_Brook_U_logo_stack.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Stony_Brook_U_logo_stack.svg/120px-Stony_Brook_U_logo_stack.svg.png	233 × 82; 17 KB	Stony Brook U logo stack.svg
https://commons.wikimedia.org/wiki/File:Stony_Brook_U_logo_vertical.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Stony_Brook_U_logo_vertical.svg/120px-Stony_Brook_U_logo_vertical.svg.png	166 × 137; 17 KB	Stony Brook U logo vertical.svg
https://commons.wikimedia.org/wiki/File:Strayer_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Strayer_University_logo.svg/120px-Strayer_University_logo.svg.png	662 × 145; 6 KB	Strayer University logo.svg
https://commons.wikimedia.org/wiki/File:Suffolk_University_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Suffolk_University_wordmark.svg/120px-Suffolk_University_wordmark.svg.png	250 × 113; 10 KB	Suffolk University wordmark.svg
https://commons.wikimedia.org/wiki/File:Texas_A%26M_University_2021_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Texas_A%26M_University_2021_logo.svg/120px-Texas_A%26M_University_2021_logo.svg.png	969 × 768; 31 KB	Texas A&M University 2021 logo.svg
https://commons.wikimedia.org/wiki/File:Texas_Geosciences_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Texas_Geosciences_logo.svg/120px-Texas_Geosciences_logo.svg.png	512 × 107; 457 KB	Texas Geosciences logo.svg
https://commons.wikimedia.org/wiki/File:The_Citadel_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/The_Citadel_logo.svg/120px-The_Citadel_logo.svg.png	252 × 71; 14 KB	The Citadel logo.svg
https://commons.wikimedia.org/wiki/File:The_Hartt_School_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/The_Hartt_School_wordmark.svg/120px-The_Hartt_School_wordmark.svg.png	500 × 62; 6 KB	The Hartt School wordmark.svg
https://commons.wikimedia.org/wiki/File:The_ohio_state_university_college_of_medicine.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/The_ohio_state_university_college_of_medicine.svg/120px-The_ohio_state_university_college_of_medicine.svg.png	512 × 399; 11 KB	The ohio state university college of medicine.svg
https://commons.wikimedia.org/wiki/File:Towson_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Towson_University_logo.svg/120px-Towson_University_logo.svg.png	418 × 72; 19 KB	Towson University logo.svg
https://commons.wikimedia.org/wiki/File:UC_Davis_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/UC_Davis_wordmark.svg/120px-UC_Davis_wordmark.svg.png	248 × 43; 3 KB	UC Davis wordmark.svg
https://commons.wikimedia.org/wiki/File:UC_Foundation_NextNow_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/UC_Foundation_NextNow_logo.svg/120px-UC_Foundation_NextNow_logo.svg.png	359 × 164; 10 KB	UC Foundation NextNow logo.svg
https://commons.wikimedia.org/wiki/File:UhPhysicsLogo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/UhPhysicsLogo.svg/120px-UhPhysicsLogo.svg.png	293 × 116; 21 KB	UhPhysicsLogo.svg
https://commons.wikimedia.org/wiki/File:Uillinois_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Uillinois_wordmark.svg/120px-Uillinois_wordmark.svg.png	231 × 27; 137 KB	Uillinois wordmark.svg
https://commons.wikimedia.org/wiki/File:UMass_Amherst_Longform_Wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/UMass_Amherst_Longform_Wordmark.svg/120px-UMass_Amherst_Longform_Wordmark.svg.png	524 × 209; 24 KB	UMass Amherst Longform Wordmark.svg
https://commons.wikimedia.org/wiki/File:UMass_Amherst_M_Lockup_Longform_Wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/UMass_Amherst_M_Lockup_Longform_Wordmark.svg/120px-UMass_Amherst_M_Lockup_Longform_Wordmark.svg.png	283 × 74; 24 KB	UMass Amherst M Lockup Longform Wordmark.svg
https://commons.wikimedia.org/wiki/File:UMass_Amherst_Shortform_Wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/UMass_Amherst_Shortform_Wordmark.svg/120px-UMass_Amherst_Shortform_Wordmark.svg.png	332 × 172; 9 KB	UMass Amherst Shortform Wordmark.svg
https://commons.wikimedia.org/wiki/File:UMass_Chan_Medical_School_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/UMass_Chan_Medical_School_Logo.svg/120px-UMass_Chan_Medical_School_Logo.svg.png	512 × 104; 21 KB	UMass Chan Medical School Logo.svg
https://commons.wikimedia.org/wiki/File:UMass_Lowell_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/UMass_Lowell_logo.svg/120px-UMass_Lowell_logo.svg.png	82 × 100; 4 KB	UMass Lowell logo.svg
https://commons.wikimedia.org/wiki/File:Umass-Lowell_logo_with_title.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Umass-Lowell_logo_with_title.svg/120px-Umass-Lowell_logo_with_title.svg.png	202 × 87; 38 KB	Umass-Lowell logo with title.svg
https://commons.wikimedia.org/wiki/File:UMass-Lowell_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/UMass-Lowell_logo.svg/120px-UMass-Lowell_logo.svg.png	205 × 250; 2 KB	UMass-Lowell logo.svg
https://commons.wikimedia.org/wiki/File:United_States_Military_Academy_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/United_States_Military_Academy_wordmark.svg/120px-United_States_Military_Academy_wordmark.svg.png	324 × 60; 72 KB	United States Military Academy wordmark.svg
https://commons.wikimedia.org/wiki/File:University_at_Albany_logo_words.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/University_at_Albany_logo_words.svg/120px-University_at_Albany_logo_words.svg.png	254 × 115; 45 KB	University at Albany logo words.svg
https://commons.wikimedia.org/wiki/File:University_of_Arizona_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/University_of_Arizona_logo.svg/120px-University_of_Arizona_logo.svg.png	137 × 33; 13 KB	University of Arizona logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Arkansas%E2%80%93Fort_Smith_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/University_of_Arkansas%E2%80%93Fort_Smith_logo.svg/120px-University_of_Arkansas%E2%80%93Fort_Smith_logo.svg.png	289 × 41; 41 KB	University of Arkansas–Fort Smith logo.svg
https://commons.wikimedia.org/wiki/File:University_of_California,_Berkeley_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/University_of_California%2C_Berkeley_logo.svg/120px-University_of_California%2C_Berkeley_logo.svg.png	215 × 68; 11 KB	University of California, Berkeley logo.svg
https://commons.wikimedia.org/wiki/File:University_of_California,_Los_Angeles_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/University_of_California%2C_Los_Angeles_logo.svg/120px-University_of_California%2C_Los_Angeles_logo.svg.png	250 × 82; 1 KB	University of California, Los Angeles logo.svg
https://commons.wikimedia.org/wiki/File:University_of_California,_San_Francisco_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/University_of_California%2C_San_Francisco_logo.svg/120px-University_of_California%2C_San_Francisco_logo.svg.png	365 × 178; 2 KB	University of California, San Francisco logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Delaware_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/University_of_Delaware_wordmark.svg/120px-University_of_Delaware_wordmark.svg.png	301 × 127; 8 KB	University of Delaware wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Florida_Vertical_Signature.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/University_of_Florida_Vertical_Signature.svg/120px-University_of_Florida_Vertical_Signature.svg.png	134 × 133; 24 KB	University of Florida Vertical Signature.svg
https://commons.wikimedia.org/wiki/File:University_of_Guam_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/University_of_Guam_logo.svg/120px-University_of_Guam_logo.svg.png	556 × 200; 16 KB	University of Guam logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Hartford_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/University_of_Hartford_wordmark.svg/120px-University_of_Hartford_wordmark.svg.png	500 × 39; 4 KB	University of Hartford wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Illinois_at_Chicago_circle_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/University_of_Illinois_at_Chicago_circle_logo.svg/120px-University_of_Illinois_at_Chicago_circle_logo.svg.png	250 × 250; 1 KB	University of Illinois at Chicago circle logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Illinois_at_Urbana%E2%80%93Champaign_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/University_of_Illinois_at_Urbana%E2%80%93Champaign_logo.svg/120px-University_of_Illinois_at_Urbana%E2%80%93Champaign_logo.svg.png	150 × 27; 2 KB	University of Illinois at Urbana–Champaign logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Kentucky_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/University_of_Kentucky_logo.svg/120px-University_of_Kentucky_logo.svg.png	199 × 53; 7 KB	University of Kentucky logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Massachusetts_Boston_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/University_of_Massachusetts_Boston_logo.svg/120px-University_of_Massachusetts_Boston_logo.svg.png	112 × 149; 5 KB	University of Massachusetts Boston logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Massachusetts_Dartmouth_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/University_of_Massachusetts_Dartmouth_wordmark.svg/120px-University_of_Massachusetts_Dartmouth_wordmark.svg.png	300 × 47; 5 KB	University of Massachusetts Dartmouth wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Massachusetts_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/University_of_Massachusetts_logo.svg/120px-University_of_Massachusetts_logo.svg.png	236 × 250; 2 KB	University of Massachusetts logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Massachusetts_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/University_of_Massachusetts_wordmark.svg/120px-University_of_Massachusetts_wordmark.svg.png	530 × 60; 29 KB	University of Massachusetts wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Minnesota_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/University_of_Minnesota_Logo.svg/120px-University_of_Minnesota_Logo.svg.png	512 × 288; 3 KB	University of Minnesota Logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Minnesota.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/University_of_Minnesota.svg/120px-University_of_Minnesota.svg.png	3,553 × 1,807; 52 KB	University of Minnesota.svg
https://commons.wikimedia.org/wiki/File:University_of_North_Dakota_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/University_of_North_Dakota_Logo.svg/120px-University_of_North_Dakota_Logo.svg.png	893 × 131; 16 KB	University of North Dakota Logo.svg
https://commons.wikimedia.org/wiki/File:University_of_North_Texas_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/University_of_North_Texas_wordmark.svg/120px-University_of_North_Texas_wordmark.svg.png	691 × 233; 1 KB	University of North Texas wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Pittsburgh_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/University_of_Pittsburgh_wordmark.svg/120px-University_of_Pittsburgh_wordmark.svg.png	200 × 90; 14 KB	University of Pittsburgh wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Rochester_2025_logo_text-only_center.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/University_of_Rochester_2025_logo_text-only_center.svg/120px-University_of_Rochester_2025_logo_text-only_center.svg.png	650 × 200; 11 KB	University of Rochester 2025 logo text-only center.svg
https://commons.wikimedia.org/wiki/File:University_of_Rochester_2025_logo_text-only_left.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/University_of_Rochester_2025_logo_text-only_left.svg/120px-University_of_Rochester_2025_logo_text-only_left.svg.png	654 × 200; 11 KB	University of Rochester 2025 logo text-only left.svg
https://commons.wikimedia.org/wiki/File:University_of_Rochester_2025_logo_text-only_secondary.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/University_of_Rochester_2025_logo_text-only_secondary.svg/120px-University_of_Rochester_2025_logo_text-only_secondary.svg.png	731 × 112; 10 KB	University of Rochester 2025 logo text-only secondary.svg
https://commons.wikimedia.org/wiki/File:University_of_Texas_at_Austin_old_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/University_of_Texas_at_Austin_old_wordmark.svg/120px-University_of_Texas_at_Austin_old_wordmark.svg.png	185 × 90; 125 KB	University of Texas at Austin old wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Texas_at_Austin_School_of_Law_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/University_of_Texas_at_Austin_School_of_Law_logo.svg/120px-University_of_Texas_at_Austin_School_of_Law_logo.svg.png	512 × 83; 12 KB	University of Texas at Austin School of Law logo.svg
https://commons.wikimedia.org/wiki/File:University_of_the_Arts_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/University_of_the_Arts_logo.svg/120px-University_of_the_Arts_logo.svg.png	852 × 130; 19 KB	University of the Arts logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Utah_horizontal_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/University_of_Utah_horizontal_logo.svg/120px-University_of_Utah_horizontal_logo.svg.png	383 × 100; 30 KB	University of Utah horizontal logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Vermont_Primary_Horizontal_Wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/University_of_Vermont_Primary_Horizontal_Wordmark.svg/120px-University_of_Vermont_Primary_Horizontal_Wordmark.svg.png	512 × 163; 12 KB	University of Vermont Primary Horizontal Wordmark.svg
https://commons.wikimedia.org/wiki/File:University_of_Washington_signature.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/University_of_Washington_signature.svg/120px-University_of_Washington_signature.svg.png	155 × 33; 6 KB	University of Washington signature.svg
https://commons.wikimedia.org/wiki/File:University_of_West_Georgia_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/University_of_West_Georgia_logo.svg/120px-University_of_West_Georgia_logo.svg.png	163 × 46; 11 KB	University of West Georgia logo.svg
https://commons.wikimedia.org/wiki/File:University_of_Wyoming_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/University_of_Wyoming_logo.svg/120px-University_of_Wyoming_logo.svg.png	360 × 95; 24 KB	University of Wyoming logo.svg
https://commons.wikimedia.org/wiki/File:University_System_of_Georgia_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/University_System_of_Georgia_logo.svg/120px-University_System_of_Georgia_logo.svg.png	250 × 250; 10 KB	University System of Georgia logo.svg
https://commons.wikimedia.org/wiki/File:UofWyoming_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/UofWyoming_Logo.svg/120px-UofWyoming_Logo.svg.png	162 × 48; 20 KB	UofWyoming Logo.svg
https://commons.wikimedia.org/wiki/File:UPR_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/UPR_Logo.svg/120px-UPR_Logo.svg.png	600 × 400; 2 KB	UPR Logo.svg
https://commons.wikimedia.org/wiki/File:USAF_Academy_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/USAF_Academy_logo.svg/120px-USAF_Academy_logo.svg.png	163 × 53; 4 KB	USAF Academy logo.svg
https://commons.wikimedia.org/wiki/File:UT_Knoxville_logo_left.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/UT_Knoxville_logo_left.svg/120px-UT_Knoxville_logo_left.svg.png	512 × 114; 33 KB	UT Knoxville logo left.svg
https://commons.wikimedia.org/wiki/File:Utica_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Utica_University_logo.svg/120px-Utica_University_logo.svg.png	512 × 228; 3 KB	Utica University logo.svg
https://commons.wikimedia.org/wiki/File:UVU-Institutional-Square-Mark-2016.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/UVU-Institutional-Square-Mark-2016.svg/120px-UVU-Institutional-Square-Mark-2016.svg.png	511 × 444; 6 KB	UVU-Institutional-Square-Mark-2016.svg
https://commons.wikimedia.org/wiki/File:UVUMonogramBlack-notm.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/UVUMonogramBlack-notm.svg/120px-UVUMonogramBlack-notm.svg.png	833 × 257; 838 bytes	UVUMonogramBlack-notm.svg
https://commons.wikimedia.org/wiki/File:UVUMonogramBlack.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/UVUMonogramBlack.svg/120px-UVUMonogramBlack.svg.png	862 × 257; 1 KB	UVUMonogramBlack.svg
https://commons.wikimedia.org/wiki/File:UVUMonogramGreen-notm.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/UVUMonogramGreen-notm.svg/120px-UVUMonogramGreen-notm.svg.png	833 × 257; 859 bytes	UVUMonogramGreen-notm.svg
https://commons.wikimedia.org/wiki/File:UVUMonogramGreen.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/UVUMonogramGreen.svg/120px-UVUMonogramGreen.svg.png	862 × 257; 1 KB	UVUMonogramGreen.svg
https://commons.wikimedia.org/wiki/File:UVUMonogramWhite-notm.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/UVUMonogramWhite-notm.svg/120px-UVUMonogramWhite-notm.svg.png	833 × 257; 856 bytes	UVUMonogramWhite-notm.svg
https://commons.wikimedia.org/wiki/File:UVUMonogramWhite.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/UVUMonogramWhite.svg/120px-UVUMonogramWhite.svg.png	862 × 257; 1 KB	UVUMonogramWhite.svg
https://commons.wikimedia.org/wiki/File:Vanderbilt_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Vanderbilt_University_logo.svg/120px-Vanderbilt_University_logo.svg.png	512 × 111; 327 KB	Vanderbilt University logo.svg
https://commons.wikimedia.org/wiki/File:VCU_typeface.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/VCU_typeface.svg/120px-VCU_typeface.svg.png	355 × 126; 806 bytes	VCU typeface.svg
https://commons.wikimedia.org/wiki/File:Webster_University_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Webster_University_Logo.svg/120px-Webster_University_Logo.svg.png	401 × 198; 30 KB	Webster University Logo.svg
https://commons.wikimedia.org/wiki/File:Wesleyan_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Wesleyan_University_logo.svg/120px-Wesleyan_University_logo.svg.png	3,365 × 702; 13 KB	Wesleyan University logo.svg
https://commons.wikimedia.org/wiki/File:Western_Carolina_University_Logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Western_Carolina_University_Logo.svg/120px-Western_Carolina_University_Logo.svg.png	894 × 370; 27 KB	Western Carolina University Logo.svg
https://commons.wikimedia.org/wiki/File:Western_Connecticut_State_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Western_Connecticut_State_University_logo.svg/120px-Western_Connecticut_State_University_logo.svg.png	375 × 306; 21 KB	Western Connecticut State University logo.svg
https://commons.wikimedia.org/wiki/File:William_Penn_University_wordmark_(old_colors).svg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/William_Penn_University_wordmark_%28old_colors%29.svg/120px-William_Penn_University_wordmark_%28old_colors%29.svg.png	285 × 51; 61 KB	William Penn University wordmark (old colors).svg
https://commons.wikimedia.org/wiki/File:WPI_wordmark.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/WPI_wordmark.svg/120px-WPI_wordmark.svg.png	195 × 73; 4 KB	WPI wordmark.svg
https://commons.wikimedia.org/wiki/File:WPU_Logo_Stacked.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/WPU_Logo_Stacked.svg/120px-WPU_Logo_Stacked.svg.png	600 × 600; 7 KB	WPU Logo Stacked.svg
https://commons.wikimedia.org/wiki/File:Yale_Cancer_Center.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Yale_Cancer_Center.svg/120px-Yale_Cancer_Center.svg.png	346 × 144; 80 KB	Yale Cancer Center.svg
https://commons.wikimedia.org/wiki/File:Yale_University_logo.svg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Yale_University_logo.svg/120px-Yale_University_logo.svg.png	500 × 216; 2 KB	Yale University logo.svg
